cityCode,countryCode,name,lat,lon
EGL,ET,Neghelli,,
EGM,SB,Sege,,
EGN,SD,Geneina,13.48333333,22.4725
EGO,RU,Belgorod,50.64333333,36.59166667
EGP,US,Eagle Pass,,
EGS,IS,Egilsstadir,65.28333333,-13.59861111
EGV,US,Eagle River,45.93222222,-88.73194444
EGX,US,Egegik,,
EHL,AR,El Bolson,-40.03333333,-70.48333333
EHM,US,Cape Newenham,,
EHT,US,East Hartford,,
EIA,PG,Eia,,
EIE,RU,Eniseysk,,
EIH,AU,Einasleigh,,
EIN,NL,Eindhoven,51.45,5.374444444
EIS,VG,Beef Island,18.44555556,-63.45833333
EIY,IL,Ein Yahav,,
EIZ,DE,Eisenach,,
EJA,CO,Barrancabermeja,7.024166667,-72.19333333
EJH,SA,Wedjh,26.19833333,36.47583333
EKA,US,Eureka,,
EKB,KZ,Ekibastuz,,
EKD,AU,Elkedra,,
EKE,GY,Ekereku,,
EKI,US,Elkhart,,
EKN,US,Elkins,38.88944444,-78.14305556
EKO,US,Elko,40.82472222,-114.2083333
EKT,SE,Eskilstuna,59.35222222,16.70833333
EKX,US,Elizabethtown,37.68583333,-84.075
ELA,US,Eagle Lake,29.60055556,-95.67805556
ELB,CO,El Banco,9.044444444,-72.02666667
ELC,AU,Elcho Island,-11.98,135.57
ELD,US,El Dorado,33.22083333,-91.18694444
ELE,PA,El Real,,
ELF,SD,El Fasher,13.61472222,25.32444444
ELG,DZ,El Golea,30.56888889,2.864722222
ELH,BS,North Eleuthera,25.47555556,-75.31888889
ELI,US,Elim,64.61472222,-161.7297222
ELJ,CO,El Recreo,,
ELK,US,Elk City,35.43055556,-98.60583333
ELL,ZA,Ellisras,,
ELM,US,Elmira/Corning,42.15972222,-75.10861111
ELN,US,Ellensburg,47.03277778,-119.4694444
ELO,AR,Eldorado,-25.6,-53.43333333
ELP,US,El Paso,31.80722222,-105.6225
ELQ,SA,Gassim,26.30277778,43.77388889
ELR,ID,Elelim,,
ELS,ZA,East London,-33.035,27.821111
ELT,EG,Tour Sinai,28.21666667,33.635
ELU,DZ,El Oued,33.51305556,6.7825
ELV,US,Elfin Cove,,
ELW,US,Ellamar,,
ELY,US,Ely,39.29944444,-113.1583333
ELZ,US,Wellsville,42.10944444,-76.01027778
EMA,GB,East Midlands,52.83111111,-0.671944444
EMD,AU,Emerald,-22.4325,148.1791667
EME,DE,Emden,53.39083333,7.225555556
EMG,ZA,Empangeni,,
EMI,PG,Emirau,,
EMK,US,Emmonak,,
EMM,US,Kemmerer,41.82388889,-109.4430556
EMN,MR,Nema,16.62194444,-6.685555556
EMO,PG,Emo,,
EMP,US,Emporia,38.33055556,-95.81027778
EMS,PG,Embessa,,
EMT,US,El Monte,,
EMX,AR,El Maiten,-41.96666667,-70.85
EMY,EG,El Minya,,
ENA,US,Kenai,60.57305556,-150.7552778
ENB,AU,Eneabba,,
ENE,ID,Ende,,
ENF,FI,Enontekio,68.36444444,23.4275
ENH,CN,Enshi,,
ENI,PH,El Nido,,
ENJ,GT,El Naranjo,,
ENK,GB,Enniskillen,54.39861111,-6.348055556
ENL,US,Centralia,38.515,-88.90888889
ENN,US,Nenana,64.54722222,-148.9261111
ENO,PY,Encarnacion,-26.7,-54.08333333
ENS,NL,Enschede,52.27583333,6.889166667
ENT,MH,Eniwetok Island,,
ENU,NG,Enugu,6.474166667,7.561666667
ENV,US,Wendover,40.71861111,-113.9691667
ENW,US,Kenosha,42.59555556,-86.07222222
ENY,CN,Yan'An,36.63833333,109.555
EOI,GB,Eday,,
EOK,US,Keokuk,40.45972222,-90.57166667
EOR,VE,El Dorado,,
EOS,US,Neosho,36.81055556,-93.60833333
EOZ,VE,Elorza,,
EPG,US,Weeping Water,,
EPH,US,Ephrata,47.30805556,-118.4833333
EPI,VU,Epk,,
EPK,CY,Episkopi,,
EPL,FR,Epinal,48.325,6.066666667
EPN,CG,Epena,,
EPR,AU,Esperance,-32.315,121.8233333
EPT,PG,Eliptamin,,
EQS,AR,Esquel,-41.09611111,-70.86444444
ERA,SO,Erigavo,10.635,47.38333333
ERB,AU,Ernabella,,
ERC,TR,Erzincan,39.71305556,39.52055556
ERD,UA,Berdyansk,46.815,36.75833333
ERE,PG,Erave,,
ERF,DE,Erfurt,50.97972222,10.95805556
ERH,MA,Errachidia,31.94805556,-3.599444444
ERI,US,Erie,42.08194444,-79.82388889
ERM,BR,Erechim,-26.34,-51.72388889
ERN,BR,Eirunepe,-5.3625,-68.11694444
ERO,US,Eldred Rock,,
ERR,US,Errol,,
ERT,MN,Erdenet,,
ERU,PG,Erume,,
ERV,US,Kerrville,29.97666667,-98.91472222
ERZ,TR,Erzurum,39.95527778,41.16916667
ESA,PG,Esa'Ala,,
ESC,US,Escanaba,45.7225,-86.90638889
ESD,US,Eastsound,,
ESE,MX,Ensenada,31.79472222,-115.3991667
ESF,US,Alexandria,31.39472222,-91.70444444
ESG,PY,Mariscal Estigarriba,,
ESH,GB,Shoreham By Sea,50.83555556,-0.269444444
ESI,BR,Espinosa,,
ESK,TR,Eskisehir,39.78222222,30.58277778
ESL,RU,Elista,46.37333333,44.33166667
ESM,EC,Esmeraldas,0.978611111,-78.37333333
ESN,US,Easton,38.80416667,-75.93111111
ESO,US,Espanola,,
ESP,US,East Stroudsburg,,
ESR,CL,El Salvador,-25.69166667,-68.24833333
ESS,DE,Essen,51.40222222,6.937222222
EST,US,Estherville,43.40722222,-93.25361111
ESW,US,Easton,,
ETB,US,West Bend,43.42194444,-87.87222222
ETD,AU,Etadunna,,
ETE,ET,Genda Wuha,,
ETH,IL,Elat,29.55833333,34.95888889
ETN,US,Eastland,32.41472222,-97.19055556
ETS,US,Enterprise,,
ETZ,FR,Metz/Nancy,48.97805556,6.246388889
EUA,TO,Eua,,
EUC,AU,Eucla,,
EUE,US,Eureka,,
EUF,US,Eufaula,31.95111111,-84.87111111
EUG,US,Eugene,44.12444444,-122.7880556
EUM,DE,Neumuenster,54.07861111,9.940277778
EUN,MA,Laayoune,27.15166667,-12.78083333
EUO,CO,Paratebueno,,
EUX,AN,Saint Eustatius,,
EVA,US,Evadale,,
EVD,AU,Eva Downs,,
EVE,NO,"Harstad-Narvik, Evenes Airport",16.678101,68.491302
EVG,SE,Sveg,62.04777778,14.42416667
EVH,AU,Evans Head,,
EVM,US,Eveleth,47.425,-91.50194444
EVN,AM,Yerevan,40.147222,44.395833
EVV,US,Evansville,38.03833333,-86.46916667
EVW,US,Evanston,41.27472222,-110.9655556
EVX,FR,Evreux,49.02861111,1.22
EWB,US,New Bedford,41.67638889,-69.04222222
EWE,ID,Ewer,,
EWI,ID,Enarotali,,
EWK,US,Newton,38.05805556,-96.72555556
EWN,US,New Bern,35.07277778,-76.95722222
EWO,CG,Ewo,-0.883333333,14.8
EWY,GB,Newbury,,
EXI,US,Excursion,,
EXM,AU,Exmouth Gulf,,
EXT,GB,Exeter,50.73444444,-2.586111111
EYL,ML,Yelimane,15.13333333,-9.433333333
EYP,CO,El Yopal,,
EYR,US,Yerington,,
EYS,KE,Eliye Springs,,
EYW,US,Key West,24.55611111,-80.24055556
EZS,TR,Elazig,38.59777778,39.28138889
FAA,GN,Faranah,10.00583333,-9.24
FAB,GB,Farnborough,51.27527778,-0.755833333
FAC,PF,Faaite Island,,
FAE,FO,Faroe Islands,62.06361111,-6.723055556
FAF,US,Fort Eustis,,
FAG,IS,Fagurholsmyri,,
FAH,AF,Farah,32.36305556,62.1675
FAI,US,Fairbanks,64.815,-146.1436111
FAJ,PR,Fajardo,,
FAK,US,False Island,,
FAL,US,Roma,,
FAM,US,Farmington,37.76083333,-89.57138889
FAN,NO,Farsund,58.10027778,6.625
FAO,PT,Faro,37.014425,-7.965911
FAR,US,Fargo,46.92055556,-95.18444444
FAS,IS,Faskrudsfjordur,,
FAT,US,Fresno,36.77611111,-118.2819444
FAV,PF,Fakarava,-15.9475,-144.3469444
FAY,US,"Fayetteville, NC",34.99111111,-77.11972222
FBD,AF,Faizabad,37.12138889,70.51805556
FBE,BR,Francisco Beltrao,,
FBL,US,Faribault,44.3275,-92.68944444
FBM,CD,Lubumbashi,,
FBR,US,Fort Bridger,41.39333333,-109.5938889
FBY,US,Fairbury,,
FCA,US,Kalispell,48.31027778,-113.7441667
FCB,ZA,Ficksburg,-27.175,27.90833333
FCY,US,Forrest City,,
FDE,NO,Forde,61.39111111,5.756944444
FDF,MQ,Fort De France,14.59222222,-59.00361111
FDH,DE,Friedrichshafen,47.671317,9.511486
FDK,US,Frederick,39.4175,-76.62583333
FDR,US,Frederick,34.35194444,-97.01611111
FDU,ZR,Bandundu,-2.7,17.38333333
FDY,US,Findlay,41.01194444,-82.33138889
FEA,GB,Fetlar,,
FEB,NP,Sanfebagar,,
FEG,UZ,Fergana,40.35833333,71.745
FEK,CI,Ferkessedougou,,
FEL,DE,Fuerstenfeldbruck,48.20944444,11.26777778
FEN,BR,Fernando De Noronha,-2.145277778,-31.57166667
FEP,US,Freeport,42.24611111,-88.41805556
FER,KE,Fergusons Gulf,,
FET,US,Fremont,41.44888889,-95.48
FEZ,MA,Fez,33.92722222,-3.022222222
FFA,US,Kill Devil,,
FFD,GB,Fairford,51.68194444,-0.21
FFL,US,Fairfield,41.05555556,-90.01916667
FFM,US,Fergus Falls,46.28416667,-95.84333333
FFT,US,Frankfort,38.18194444,-83.09388889
FFU,CL,Futaleufu,,
FGD,MR,F'Derik,22.66666667,-11.26666667
FGL,NZ,Fox Glacier,,
FGU,PF,Fangatau,-14.18,-139.1141667
FHU,US,Fort Huachuca/Sierra Vista,31.58833333,-109.6558333
FHZ,PF,Fakahina,-14.00805556,-139.8352778
FIC,US,Fire Cove,,
FID,US,Fishers Island,,
FIE,GB,Fair Isle,,
FIG,GN,Fria,10.35166667,-12.59333333
FIH,CD,Kinshasa,-4.38575,15.444569
FIK,AU,Finke,,
FIL,US,Fillmore,,
FIN,PG,Finschhafen,,
FIV,US,Five Finger,,
FIZ,AU,Fitzroy Crossing,-17.81833333,125.5583333
FJR,AE,Al-Fujairah,25.11222222,56.32416667
FKB,DE,Karlsruhe,48.77916667,8.080277778
FKH,GB,Fakenham,,
FKI,ZR,Kisangani,0.481666667,25.33777778
FKJ,JP,Fukui,36.14277778,136.2238889
FKL,US,Franklin,41.37777778,-78.13972222
FKN,US,Franklin,36.69805556,-75.09638889
FKQ,ID,Fak Fak,,
FKS,JP,Fukushima,37.2275,140.4280556
FLA,CO,Florencia,1.588888889,-74.43583333
FLB,BR,Floriano,-5.153888889,-42.92194444
FLC,AU,Falls Creek,,
FLD,US,Fond Du Lac,43.77111111,-87.51166667
FLF,DE,Flensburg,54.77333333,9.378611111
FLG,US,Flagstaff,35.14027778,-110.3308333
FLH,GB,Flotta,,
FLI,IS,Flateyri,,
FLJ,US,Falls Bay,,
FLL,US,Fort Lauderdale,26.066812,-80.140428
FLM,PY,Filadelfia,,
FLN,BR,Florianopolis,-27.670278,-48.5525
FLO,US,Florence,34.18527778,-78.27611111
FLP,US,Flippin,36.29083333,-91.41
FLR,IT,Florence,43.81,11.203889
FLS,AU,Flinders Island,-39.90861111,147.9927778
FLT,US,Flat,,
FLW,PT,Flores Island,39.45805556,-30.86777778
FLY,AU,Finley,,
FMA,AR,Formosa,-25.78722222,-57.77194444
FMC,US,Five Mile,,
FME,US,Fort Meade,,
FMG,CR,Flamingo,,
FMH,US,Falmouth,41.65888889,-69.47722222
FMI,ZR,Kalemie,-4.124722222,29.24916667
FMM,DE,Memmingen,,
FMN,US,Farmington,36.74111111,-107.7702778
FMO,DE,Munster,52.134642,7.684831
FMS,US,Fort Madison,,
FMY,US,Fort Myers,26.522381,-81.753723
FNA,SL,Freetown,8.616444,-13.195489
FNC,PT,Funchal,32.697889,-16.774453
FNE,PG,Fane,,
FNG,BF,Fada N'Gourma,,
FNH,ET,Fincha,9.583333333,37.35
FNI,FR,Nimes,43.75722222,4.416111111
FNJ,KP,Pyongyang,39.245,125.6758333
FNK,US,Fin Creek,,
FNL,US,Fort Collins,40.45166667,-104.9888889
FNR,US,Funter Bay,,
FNT,US,Flint,42.96527778,-82.25638889
FOA,GB,Foula,,
FOB,US,Fort Bragg,,
FOC,CN,Fuzhou,25.93333333,119.6616667
FOD,US,Fort Dodge,42.55111111,-93.80833333
FOG,IT,Foggia,41.43333333,15.53472222
FOK,US,Westhampton,40.84361111,-71.36833333
FOM,CM,Foumban,5.644166667,10.75638889
FOO,ID,Numfoor,,
FOP,US,Forest Park,,
FOR,BR,Fortaleza,-3.775833,-38.532222
FOS,AU,Forrest,,
FOT,AU,Forster,40.55388889,-123.8675
FOU,GA,Fougamou,-0.716666667,10.61666667
FOX,US,Fox,,
FOY,LR,Foya,,
FPO,BS,Freeport,26.55861111,-77.30472222
FPR,US,Fort Pierce,27.49722222,-79.6275
FPY,US,Perry,,
FRA,DE,Frankfurt,50.033333,8.570556
FRB,AU,Forbes,-32.63638889,147.935
FRC,BR,Franca,-19.40972222,-46.6175
FRD,US,Friday Harbor,,
FRE,SB,Fera Island,,
FRG,US,Farmingdale,40.72861111,-72.58666667
FRH,US,French Lick,38.50611111,-85.36305556
FRI,US,Fort Riley,39.0525,-95.23555556
FRJ,FR,Frejus,,
FRK,SC,Fregate Island,,
FRL,IT,Forli,44.19555556,12.06972222
FRM,US,Fairmont,43.64388889,-93.58444444
FRO,NO,Floro,61.58361111,5.024722222
FRP,US,Fresh Water Bay,,
FRQ,PG,Feramin,,
FRR,US,Front Royal,,
FRS,GT,Flores,16.91888889,-88.12361111
FRT,CL,Frutillar,,
FRU,KG,Bishkek,43.06166667,74.47833333
FRW,BW,Francistown,-20.83944444,27.48194444
FRY,US,Fryeburg,,
FRZ,DE,Fritzlar,51.11444444,9.285833333
FSC,FR,Figari,41.50194444,9.096666667
FSD,US,Sioux Falls,43.58194444,-95.25833333
FSI,US,Fort Sill,34.64972222,-97.59805556
FSK,US,Fort Scott,37.79833333,-93.23083333
FSL,AU,Fossil Downs,,
FSM,US,Fort Smith,35.33638889,-93.63277778
FSN,US,Fort Sheridan,,
FSP,PM,Saint Pierre,46.76305556,-55.82583333
FST,US,Fort Stockton,30.915,-101.0872222
FSU,US,Fort Sumner,34.48333333,-103.7830556
FSZ,JP,Shizuoka,40.73333333,140.6886111
FTA,VU,Futuna Island,,
FTE,AR,El Calafate,-50.3402138,-72.27050780000002
FTI,AS,Fitiuta,,
FTK,US,Fort Knox,37.90694444,-84.02805556
FTL,US,Fortuna Ledge,,
FTU,MG,Fort Dauphin,-24.96194444,46.95611111
FTX,CG,Owando,-0.55,15.95
FUB,PG,Fulleborn,,
FUE,ES,Fuerteventura,28.45277778,-12.13611111
FUG,CN,Fuyang,,
FUJ,JP,Fukue,32.66638889,128.8327778
FUK,JP,Fukuoka,33.58444444,130.4516667
FUL,US,Fullerton,,
FUM,PG,Fuma,,
FUN,TV,Funafuti,-7.475,179.1955556
FUO,CN,Fuoshan,,
FUT,WF,Futuna,-13.68861111,-177.9338889
FWA,US,"Fort Wayne, IN",40.97833333,-84.805
FWL,US,Farewell,62.50638889,-152.1063889
FWM,GB,Fort William,,
FXM,US,Flaxman Island,,
FXO,MZ,Cuamba,-13.185,36.53
FXY,US,Forest City,43.23472222,-92.37611111
FYM,US,Fayetteville,35.05944444,-85.43611111
FYN,CN,Fuyun,,
FYT,TD,Faya,17.91611111,19.10888889
FYU,US,Fort Yukon,66.57138889,-144.7497222
FYV,US,"Fayetteville, AR",36.005,-93.83
FZO,GB,Filton,51.51944444,-1.409166667
GAA,CO,Guamal,,
GAB,US,Gabbs,,
GAC,HN,Gracias,,
GAD,US,Gadsden,33.9725,-85.91111111
GAE,TN,Gabes,33.7325,9.916111111
GAF,TN,Gafsa,34.41555556,8.813611111
GAG,US,Gage,36.29527778,-98.22361111
GAH,AU,Gayndah,-24.385,151.62
GAI,US,Gaithersburg,39.16833333,-76.83416667
GAJ,JP,Yamagata,38.41194444,140.3711111
GAK,US,Gakona,,
GAL,US,Galena,64.73611111,-155.0627778
GAM,US,Gambell,63.76666667,-170.2672222
GAO,CU,Guantanamo,20.08527778,-74.84166667
GAP,PG,Gusap,,
GAQ,ML,Gao,16.24833333,0.005833333
GAR,PG,Garaina,,
GAS,KE,Garissa,,
GAT,FR,Gap,,
GAU,IN,Guwahati,26.10472222,91.58527778
GAV,ID,Gag Island,,
GAW,MM,Gangaw,,
GAX,GA,Gamba,,
GAY,IN,Gaya,24.74805556,84.9425
GAZ,PG,Guasopa,,
GBA,VU,Big Bay,,
GBB,DZ,Gara Djebilet,,
GBC,PG,Gasuke,,
GBD,US,Great Bend,38.34416667,-97.14083333
GBE,BW,Gaborone,-23.44416667,25.91888889
GBF,PG,Negarbo,,
GBG,US,Galesburg,40.93777778,-89.56888889
GBH,US,Galbraith,68.47944444,-148.5102778
GBI,BS,Grand Bahama,,
GBJ,GP,Marie Galante,15.86861111,-60.72777778
GBK,SL,Gbangbatok,,
GBL,AU,Goulburn Island,,
GBM,SO,Garbaharey,,
GBP,AU,Gamboola,,
GBR,US,Great Barrington,42.18416667,-72.59694444
GBS,NZ,Port Fitzroy,,
GBU,SD,Khashm El Girba,,
GBV,AU,Gibb River,,
GBZ,NZ,Great Barrier,,
GCA,CO,Guacamaya,,
GCC,US,Gillette,44.34888889,-104.4608333
GCI,GB,Guernsey,49.435,-1.398055556
GCK,US,Garden City,37.9275,-99.27583333
GCM,KY,Grand Cayman,19.29222222,-80.64083333
GCN,US,Grand Canyon,35.95222222,-111.8530556
GCY,US,Greenville,36.19277778,-81.185
GDA,CF,Gounda,,
GDD,AU,Gordon Downs,,
GDE,ET,Gode,,
GDG,RU,Magdagachi,,
GDH,US,Golden Horn,,
GDI,CF,Gordil,,
GDJ,ZR,Gandajika,,
GDL,MX,Guadalajara,20.5218,-103.311167
GDM,US,Gardner,42.54972222,-71.98416667
GDN,PL,Gdansk,54.3775,18.466111
GDO,VE,Guasdualito,7.210833333,-69.24361111
GDP,BR,Guadalupe,-5.217777778,-42.41777778
GDQ,ET,Gondar,12.53222222,37.43166667
GDT,TC,Grand Turk,21.44444444,-70.85777778
GDV,US,Glendive,47.13861111,-103.1930556
GDW,US,Gladwin,43.97055556,-83.52527778
GDX,RU,Magadan,59.91,150.7183333
GDZ,RU,Gelendzik,44.58166667,38.01333333
GEB,ID,Gebe,,
GEC,CY,Gecitkale,35.23333333,33.73277778
GED,US,Georgetown,38.68777778,-74.64166667
GEE,AU,George Town,,
GEF,SB,Geva,,
GEG,US,Spokane,47.61888889,-116.465
GEI,PG,Green Islands,,
GEK,US,Ganes Creek,,
GEL,BR,Santo Angelo,-27.71777778,-53.83111111
GEO,GY,Georgetown,6.498888889,-57.74583333
GER,CU,Nueva Gerona,21.83472222,-81.21611111
GES,PH,General Santos,6.058055556,125.0961111
GET,AU,Geraldton,-27.20388889,114.7075
GEV,SE,Gallivare,67.13305556,20.81222222
GEW,PG,Gewoya,,
GEX,AU,Geelong,,
GEY,US,Greybull,44.51666667,-107.9172222
GFB,US,Togiak Fish,,
GFD,US,Greenfield,,
GFE,AU,Grenfell,,
GFF,AU,Griffith,-33.75,146.0666667
GFK,US,Grand Forks,47.94722222,-96.82638889
GFL,US,Glens Falls,43.34111111,-72.38972222
GFN,AU,Grafton,-28.24,153.03
GFO,GY,Bartica,,
GFR,FR,Granville,,
GFY,NA,Grootfontein,-18.4,18.13333333
GGC,AO,Lumbala,,
GGD,AU,Gregory Downs,,
GGE,US,Georgetown,33.31138889,-78.67972222
GGG,US,Longview,32.38388889,-93.28861111
GGL,CO,Gilgal,,
GGN,CI,Gagnoa,,
GGO,CI,Guiglo,6.525,-6.521388889
GGR,SO,Garoe,,
GGS,AR,Gobernador Gregores,-47.21638889,-69.83916667
GGT,BS,George Town,,
GGW,US,Glasgow,48.2125,-105.3852778
GHA,DZ,Ghardaia,32.38166667,3.799444444
GHB,BS,Governors Harbour,25.28444444,-75.66916667
GHC,BS,Great Harbour,24.75027778,-76.15055556
GHD,ET,Ghimbi,,
GHE,PA,Garachine,,
GHK,IL,Gush Katif,,
GHM,US,Centerville,35.83722222,-86.55472222
GHN,CN,Guanghan,,
GHT,LY,Ghat,25.13694444,10.145
GHU,AR,Gualeguaychu,-32.99444444,-57.38722222
GIB,GI,Gibraltar,36.15111111,-4.650555556
GIC,AU,Boigu Island,,
GID,BI,Gitega,,
GIF,US,Winter Haven,28.06277778,-80.24694444
GII,GN,Siguiri,11.40083333,-8.813333333
GIL,PK,Gilgit,35.91861111,74.33361111
GIM,GA,Miele Mimbale,,
GIR,CO,Girardot,4.275277778,-73.20416667
GIS,NZ,Gisborne,-37.33666667,177.9783333
GIT,TZ,Geita,,
GIY,ZA,Giyani,,
GIZ,SA,Gizan,16.90083333,42.58555556
GJA,HN,Guanaja,16.44388889,-84.09611111
GJL,DZ,Jijel,36.79444444,5.873611111
GJM,BR,Guajara-Mirim,-9.211666667,-64.71833333
GJR,IS,Gjogur,,
GJT,US,Grand Junction,39.12222222,-107.4733333
GKA,PG,Goroka,-5.9175,145.3911111
GKE,DE,Geilenkirchen,50.96055556,6.041666667
GKH,NP,Gorkha,,
GKL,AU,Great Keppel Island,,
GKN,US,Gulkana,62.15472222,-144.5458333
GKO,GA,Kongo-Boumba,,
GKT,US,Gatlinburg,35.8575,-82.47138889
GLA,GB,Glasgow,55.871944,-4.433056
GLC,ET,Geladi,,
GLD,US,Goodland,39.37055556,-100.3011111
GLE,US,Gainesville,33.65194444,-96.80277778
GLF,CR,Golfito,8.653888889,-82.81805556
GLG,AU,Glengyle,,
GLH,US,Greenville,33.48277778,-89.01444444
GLI,AU,Glen Innes,-28.325,151.69
GLK,SO,Galcaio,,
GLL,NO,Gol,,
GLM,AU,Glenormiston,,
GLN,MA,Goulimime,29.01694444,-9.938611111
GLO,GB,Gloucester,51.89416667,-1.832777778
GLP,PG,Gulgubip,,
GLQ,US,Glenallen,,
GLR,US,Gaylord,45.01361111,-83.29666667
GLS,US,Galveston,29.26527778,-93.13972222
GLT,AU,Gladstone,-22.13027778,151.2227778
GLV,US,Golovin,64.55027778,-162.9930556
GLW,US,Glasgow,37.03166667,-84.04638889
GLX,ID,Galela,,
GLY,AU,Goldsworthy,38.35638889,-92.31583333
GLZ,NL,Breda,51.56722222,4.931666667
GMA,ZR,Gemena,3.266666667,19.76666667
GMB,ET,Gambela,8.117222222,34.56333333
GMC,CO,Guerima,,
GME,BY,Gomel,52.52694444,31.01666667
GMI,PG,Gasmata,,
GMM,CG,Gamboma,,
GMN,NZ,Greymouth,-41.53833333,171.19
GMR,PF,Gambier Island,-22.91722222,-133.1127778
GMT,US,Granite Mountain,,
GMY,DE,Rheindahlen,,
GNA,BY,Grodno,53.60194444,24.05388889
GNB,FR,Grenobel,45.36277778,5.3325
GND,GD,Grenada,12.00416667,-60.21388889
GNE,BE,Ghent,,
GNG,US,Gooding,42.91694444,-113.235
GNI,TW,Green Island,,
GNM,BR,Guanambi,-13.79305556,-41.24888889
GNN,ET,Ghinnir,,
GNR,AR,General Roca,-37.01666667,-66.4
GNS,ID,Gunungsitoli,,
GNT,US,Grants,35.16722222,-106.0980556
GNU,US,Goodnews Bay,,
GNV,US,Gainesville,29.69,-81.72833333
GNZ,BW,Ghanzi,-20.3,21.66666667
GOA,IT,Genoa,44.413333,8.8375
GOB,ET,Goba,7.116666667,40.03333333
GOC,PG,Gora,,
GOE,PG,Gonalia,,
GOH,GL,Nuuk,64.19083333,-50.32194444
GOI,IN,Goa,15.38333333,73.81666667
GOJ,RU,Nizhniy Novgorod,56.23,43.786667
GOK,US,Guthrie,35.85111111,-96.58416667
GOL,US,Gold Beach,,
GOM,CG,Goma,,
GON,US,New London/Groton,41.33,-71.955
GOO,AU,Goondiwindi,-27.47861111,150.3202778
GOP,IN,Gorakhpur,26.73333333,83.45
GOQ,CN,Golmud,,
GOR,ET,Gore,,
GOS,AU,Gosford,,
GOT,SE,Gothenburg,57.66,12.291111
GOU,CM,Garoua,9.336666667,13.38083333
GOV,AU,Gove,-11.73083333,136.8180556
GOW,CA,Garrow Lake,,
GOY,LK,Gal Oya,,
GOZ,BG,Gorna Orechovitsa,43.15166667,25.71194444
GPA,GR,Patrai,38.14861111,21.42194444
GPB,BR,Guarapuava,,
GPI,CO,Guapi,2.57,-76.10222222
GPL,CR,Guapiles,,
GPN,AU,Garden Point,,
GPO,AR,General Pico,-34.30527778,-62.24111111
GPS,EC,Galapagos Islands,,
GPT,US,Gulfport,30.40722222,-88.93
GPZ,US,Grand Rapids,47.20916667,-92.49027778
GQJ,GB,Machrihanish,,
GQQ,US,Galion,,
GRA,CO,Gamarra,,
GRB,US,Green Bay,44.48444444,-87.87027778
GRC,LR,Grand Cess,,
GRD,US,Greenwood,34.24861111,-81.84111111
GRE,US,Greenville,38.83611111,-88.62166667
GRG,AF,Gardez,,
GRH,PG,Garuahi,,
GRI,US,Grand Island,40.9675,-97.69055556
GRJ,ZA,George,-33.99333333,22.37416667
GRL,PG,Garasa,,
GRM,US,Grand Marais,,
GRN,US,Gordon,42.80583333,-101.825
GRO,ES,Gerona,41.90083333,2.760555556
GRP,BR,Gurupi,-10.25638889,-48.87444444
GRQ,NL,Groningen,53.125,6.583333333
GRR,US,Grand Rapids,42.88083333,-84.47722222
GRS,IT,Grosseto,42.75972222,11.07166667
GRT,PK,Gujrat,,
GRV,RU,Groznyj,43.38833333,45.7
GRW,PT,Graciosa Island,39.0925,-27.97138889
GRX,ES,Granada,37.18861111,-2.222777778
GRY,IS,Grimsey,66.55472222,-17.9825
GRZ,AT,Graz,46.991067,15.439628
GSA,MY,Long Pasia,,
GSB,US,Goldsboro,35.33916667,-76.03944444
GSC,AU,Gascoyne Junction,,
GSH,US,Goshen,41.52611111,-84.20611111
GSI,SB,Guadalcanal,,
GSN,AU,Mount Gunson,15.11888889,145.7291667
GSO,US,"Greensboro, NC",36.10111111,-78.05888889
GSP,US,Greenville,34.84777778,-81.65
GSR,SO,Gardo,9.516666667,49.08333333
GSS,ZA,Sabi Sabi,,
GST,US,Gustavus,58.42527778,-134.2927778
GSU,SD,Gedaref,,
GTA,SB,Gatokae,,
GTB,MY,Genting,44.05555556,-74.28055556
GTC,BS,Green Turtle,,
GTE,AU,Groote Eylandt,-12.025,136.46
GTF,US,Great Falls,47.4825,-110.6294444
GTG,US,Grantsburg,,
GTI,DE,Guettin,,
GTK,MY,Sungei Tekai,,
GTO,ID,Gorontalo,0.638333333,122.8522222
GTS,AU,Granites,,
GTT,AU,Georgetown,,
GTW,CZ,Zlin,,
GTY,US,Gettysburg,,
GUA,GT,Guatemala,14.58333333,-89.47333333
GUB,MX,Guerrero Negro,28.03333333,-113.9333333
GUC,US,Gunnison,38.53388889,-105.0672222
GUD,ML,Goundam,16.35,-2.4
GUE,PG,Guriaso,,
GUF,US,Gulf Shores,,
GUG,PG,Guari,,
GUH,AU,Gunnedah,-29.03888889,150.2505556
GUI,VE,Guiria,10.57388889,-61.6875
GUJ,BR,Guaratingueta,-21.20833333,-44.79555556
GUL,AU,Goulburn,-33.18972222,149.7263889
GUM,GU,Guam,13.48361111,144.7969444
GUO,HN,Gualaco,,
GUP,US,Gallup,35.51083333,-107.2108333
GUQ,VE,Guanare,9.026944444,-68.24472222
GUR,PG,Alotau,,
GUS,US,Peru,40.64805556,-85.84805556
GUT,DE,Guetersloh,51.92277778,8.306111111
GUU,IS,Grundarfjordur,,
GUV,PG,Mougulu,,
GUW,KZ,Atyrau,47.12194444,51.82138889
GUX,IN,Guna,,
GUY,US,Guymon,36.685,-100.4922222
GVA,CH,Geneva,46.236389,6.107222
GVE,US,Gordonsville,,
GVI,PG,Green River,,
GVL,US,Gainesville,34.2725,-82.17
GVP,AU,Greenvale,,
