airport_code,airport_name,city_code,country_code,latitude,longitude
HLN,"Helena, Montana",HLN,US,46.60666667,-111.9819444
HMO,Hermosillo,HMO,MX,29.09638889,-111.0461111
HND,Tokyo - Haneda,TYO,JP,35.55361111,139.7658333
HNL,Honolulu International,HNL,US,21.32194444,-157.9252778
HOG,Holguin,HOG,CU,20.78527778,-76.315
HOV,Orsta-Volda,HOV,NO,62.18166667,6.078888889
HPN,Westchester County,HPN,US,41.06694444,-73.7075
HRB,Harbin,HRB,CN,45.62333333,126.2502778
HRE,Harare,HRE,ZW,-17.92277778,31.10138889
HRG,Hurghada,HRG,EG,27.18583333,33.79888889
HRK,Kharkov,HRK,UA,49.92472222,36.29
HRL,"Harlingen, Texas",HFD,US,26.22805556,-97.65222222
HSG,Saga Airport,HSG,JP,33.14638889,130.3044444
HSV,"Huntsville, Madison County, AL",HSV,US,34.64277778,-86.77555556
HTS,Huntington,HTS,US,38.36666667,-82.55805556
HTY,Hatay,HTY,TR,12.39277778,45.95194444
HUE,Humera,HUE,ET,14.25,36.58333333
HUX,Huatulco,HUX,MX,15.77388889,-96.2625
HYD,Hyderabad,HYD,IN,17.4525,78.46111111
HYN,Taizhou,HYN,CN,28.41666667,122.3666667
HYS,Hays,HYS,US,38.84611111,-99.27416667
IAD,"Washington - Dulles International, DC",WAS,US,38.94166667,-77.4575
IAH,"Houston - Intercontinental, TX",HOU,US,29.98444444,-95.34138889
IAS,Iasi,IAS,RO,47.17861111,27.62055556
IBZ,Ibiza,IBZ,ES,38.87361111,1.372777778
ICN,Seoul - Incheon International Airport,SEL,KR,37.55777778,126.7947222
ICT,"Wichita - Mid-Continent, KS",ICT,US,37.65,-97.43305556
IDR,Indore,IDR,IN,22.72305556,75.80555556
IGD,Igdir,IGD,TR,39.91666667,44.03333333
IGR,Iguazu,IGR,AR,-25.74166667,-54.46583333
IGU,Foz do Iguaçu - Cataratas,IGU,BR,-25.52472222,-54.58472222
IKA,Tehran - Imam Khomeini Intl,THR,IR,35.40972222,51.15083333
ILE,Killeen Municipal,ILE,US,31.08638889,-97.68666667
ILM,Wilmington,ILM,US,34.26694444,-77.90388889
IMF,Imphal,IMF,IN,24.76111111,93.89972222
INC,Yinchuan,INC,CN,38.48333333,106.2166667
IND,"Indianapolis International, IN",IND,US,39.72555556,-86.28388889
INN,Innsbruck - Kranebitten,INN,AT,47.26083333,11.34722222
IOA,Ioannina,IOA,GR,39.69638889,20.8225
IOS,Ilheus,IOS,BR,-14.81388889,-39.03
IPL,El Centro - Imperial County,IPL,US,32.83722222,-115.5747222
IQQ,Iquique,IQQ,CL,-20.23166667,-70.14083333
ISB,Islamabad International,ISB,PK,33.61472222,73.09666667
ISG,Ishigaki,ISG,JP,24.33694444,124.1688889
ISN,Williston - Sloulin Field International,ISN,US,48.17611111,-103.6361111
IST,Istanbul,IST,TR,40.97666667,28.81527778
ISU,Sulaymaniyah International,ISU,IQ,35.56083333,45.31472222
ITH,Ithaca,ITH,US,42.49027778,-76.45805556
ITM,Osaka - Itami,OSA,JP,34.7825,135.4411111
ITO,Hilo International,ITO,US,19.72361111,-155.0580556
IWJ,Iwami,IWJ,JP,34.67638889,131.7902778
IWK,Iwakuni,IWK,JP,34.13527778,132.2355556
IXA,Agartala,IXA,IN,23.89,91.24222222
IXB,Bagdogra,IXB,IN,26.68055556,88.33055556
IXC,Chandigarh,IXC,IN,30.67194444,76.79055556
IXD,Allahabad,IXD,IN,25.43972222,81.73611111
IXE,Mangalore,IXE,IN,12.96388889,74.89388889
IXJ,Jammu,IXJ,IN,32.69027778,74.83888889
IXL,Leh,IXL,IN,34.13583333,77.54916667
IXM,Madurai,IXM,IN,9.8325,78.08805556
IXR,Ranchi,IXR,IN,23.31444444,85.32361111
IXS,Silchar,IXS,IN,24.91222222,92.98138889
IXU,Aurangabad,IXU,IN,19.86361111,75.40111111
IXZ,Port Blair,IXZ,IN,11.64833333,92.74361111
JAC,"Jackson, WY",JAC,US,43.60666667,-110.7369444
JAI,Jaipur,JAI,IN,26.82166667,75.80611111
JAN,"Jackson, Mississippi - International",JAN,US,32.30972222,-90.07583333
JAX,"Jacksonville, International, FL",JAX,US,30.48472222,-81.68777778
JDH,Jodhpur,JDH,IN,26.26055556,73.04777778
JDZ,Jingdezhen,JDZ,CN,29.26666667,117.1833333
JED,Jeddah - King Abdul Aziz International,JED,SA,21.50555556,39.20666667
JER,Jersey,JER,GB,49.20805556,-2.195555556
JFK,"New York - JFK International, NY",NYC,US,40.63972222,-73.77888889
JGA,Jamnagar,JGA,IN,22.46555556,70.0125
JHB,Johor Bahru - Sultan Ismail International,JHB,MY,1.638888889,103.6708333
JHM,Kapalua,JHM,US,20.96611111,-156.6772222
JIB,Djibouti,JIB,DJ,11.54666667,43.15777778
JIJ,Jijiga,JIJ,ET,9.333333333,42.71666667
JIM,Jimma,JIM,ET,7.654444444,36.82111111
JJN,Quanzhou,JJN,CN,24.9,118.5833333
JKG,Jonkoping,JKG,SE,57.75777778,14.07027778
JKH,Chios,JKH,GR,38.345,26.14166667
JLR,Jabalpur,JLR,IN,23.17777778,80.05416667
JMK,Mykonos,JMK,GR,37.43611111,25.34444444
JMS,"Jamestown, North Dakota",JMS,US,46.93,-98.67833333
JMU,Jiamusi,JMU,CN,46.84333333,130.4652778
JNB,Johannesburg- O.R. Tambo International Airport,JNB,ZA,-26.20416667,28.04722222
JOI,Joinville,JOI,BR,-26.22444444,-48.7975
JOK,Yoshkar-Ola,JOK,RU,56.71666667,47.9
JRH,Jorhat,JRH,IN,26.72861111,94.17777778
JRO,Kilimanjaro,JRO,TZ,-3.427777778,37.07138889
JSI,Skiathos,JSI,GR,39.18055556,23.50555556
JTR,Thira,JTR,GR,36.40638889,25.47722222
JUB,Juba,JUB,SS,4.870555556,31.60388889
JUJ,Jujuy,JUJ,AR,-24.23694444,-65.25583333
KBP,Kiev - Boryspil Intﾂｴl,IEV,UA,50.345,30.89472222
KBR,Kota Bharu,KBR,MY,6.165277778,102.2936111
KBV,Krabi,KBV,TH,8.099166667,98.98611111
KCH,Kuching,KCH,MY,1.484166667,110.3408333
KCM,Kahramanmaras,KCM,TR,37.18333333,33.21666667
KCZ,Kochi,KCZ,JP,33.54111111,133.6769444
KEF,Reykjavik - Keflavik International,REK,IS,63.985,-22.60611111
KGL,Kigali,KGL,RW,-1.967777778,30.14
KGS,Kos,KGS,GR,36.79305556,27.09527778
KHH,Kaohsiung International,KHH,TW,22.5725,120.3452778
KHI,Karachi,KHI,PK,24.90555556,67.15694444
KHN,Nanchang,KHN,CN,28.865,115.9
KHV,Khabarovsk,KHV,RU,48.52666667,135.1866667
KIJ,Niigata,KIJ,JP,37.95333333,139.1225
KIM,Kimberley,KIM,ZA,-28.80583333,24.76638889
KIV,Chisinau,KIV,MD,46.92777778,28.93111111
KIX,Osaka - Kansai International,OSA,JP,34.42833333,135.2438889
KJA,Krasnoyarsk,KJA,RU,56.17305556,92.49333333
KKC,Khon Kaen,KKC,TH,16.465,102.7866667
KKJ,Kita Kyushu,KKJ,JP,33.83305556,130.9494444
KKN,Kirkenes,KKN,NO,69.72277778,29.89333333
KLO,Kalibo,KLO,PH,11.68277778,122.3772222
KLR,Kalmar,KLR,SE,56.685,16.28722222
KLT,Kaiserslautern,KLT,DE,49,7
KLU,Klagenfurt,KLU,AT,46.64305556,14.34166667
KLX,Kalamata,KLX,GR,37.06944444,22.02777778
KMG,Kunming,KMG,CN,24.9925,102.7436111
KMI,Miyazaki,KMI,JP,31.87444444,131.4438889
KMJ,Kumamoto,KMJ,JP,32.83194444,130.8525
KMQ,Komatsu,KMQ,JP,36.39388889,136.4169444
KNU,Kanpur,KNU,IN,26.40277778,80.4125
KOA,Kona,KOA,US,19.73888889,-156.0455556
KOJ,Kagoshima,KOJ,JP,31.80194444,130.7202778
KPO,P'Ohang,KPO,KR,35.98472222,129.4194444
KRK,Krakow,KRK,PL,50.07777778,19.78472222
KRN,Kiruna,KRN,SE,67.82222222,20.34583333
KRR,Krasnodar,KRR,RU,45.03472222,39.17055556
KRS,Kristiansand - Kjevik,KRS,NO,58.20305556,8.084166667
KRT,Khartoum,KRT,SD,15.59944444,32.55611111
KSC,Kosice,KSC,SK,48.66305556,21.24111111
KSD,Karlstad,KSD,SE,59.36166667,13.46944444
KSU,Kristiansund - Kvernberget,KSU,NO,63.11472222,7.844444444
KSY,Kars,KSY,TR,40.56222222,43.115
KTM,Kathmandu - Tribhuvan,KTM,NP,27.70055556,85.36305556
KTN,Ketchikan International,KTN,US,55.35555556,-131.7138889
KTT,Kittila,KTT,FI,67.70111111,24.84694444
KTW,Katowice,KTW,PL,50.47416667,19.08
KUA,Kuantan,KUA,MY,3.772222222,103.2102778
KUF,Samara Int'l Apt. Kuromoch,KUF,RU,53.2,50.15
KUH,Kushiro,KUH,JP,43.03972222,144.2038889
KUL,Kuala Lumpur Int'l (Sepang),KUL,MY,3.129722222,101.5519444
KUO,Kuopio,KUO,FI,63.00722222,27.79777778
KVA,Kavala,KVA,GR,40.97277778,24.34194444
KVX,Kirov,KVX,RU,58.5,49.35
KWE,Guiyang,KWE,CN,26.40944444,106.5316667
KWI,Kuwait International,KWI,KW,29.23027778,47.97527778
KWJ,Gwangju,KWJ,KR,35.12333333,126.8108333
KWL,Guilin,KWL,CN,25.21805556,110.0391667
KYA,Konya,KYA,TR,37.97916667,32.56222222
KZN,Kazan,KZN,RU,55.78361111,49.19833333
kzo,Kyzylorda,AKX,KZ,45.76666667,65.53333333
LAD,Luanda,LAD,AO,-8.853055556,13.23611111
LAN,Lansing,LAN,US,42.77916667,-84.58833333
LAP,La Paz,LAP,MX,24.12555556,-110.2983333
LAR,Laramie,LAR,US,41.31361111,-105.6730556
LAS,"Las Vegas - McCarran International, NV",LAS,US,36.07972222,-115.1588889
LAX,"Los Angeles International, CA",LAX,US,33.94222222,-118.4072222
LBB,"Lubbock International, TX",LBB,US,33.66361111,-101.8222222
LBF,North Platte,LBF,US,41.12833333,-100.6966667
LBL,Liberal,LBL,US,37.04444444,-100.9605556
LBU,Labuan,LBU,MY,5.300555556,115.2483333
LBV,Libreville,LBV,GA,0.459166667,9.415277778
LCA,Larnaca,LCA,CY,34.87777778,33.63055556
LCH,Lake Charles,LCH,US,30.17083333,-93.18555556
LCJ,Lodz Lublinek Airport,LCJ,PL,51.72194444,19.39805556
LCY,London City Airport,LON,GB,51.50527778,0.055277778
LDB,Londrina,LDB,BR,-23.33194444,-51.13194444
LDE,Lourdes/Tarbes,LDE,FR,43.18555556,-0.002777778
LED,St. Petersburg - Pulkovo International,LED,RU,59.80027778,30.2625
LEJ,Leipzig/Halle,LEJ,DE,51.42388889,12.23638889
LEX,"Lexington, KY",LEX,US,38.03972222,-84.60222222
LFT,"Lafayette, Louisiana - Regional",LFT,US,30.20472222,-91.9875
LFW,Lome,LFW,TG,6.165555556,1.254444444
LGA,New York - La Guardia,NYC,US,40.77722222,-73.8725
LGB,Long Beach,LGB,US,33.8175,-118.1511111
LGG,Liege - Bierset,LGG,BE,50.63722222,5.443888889
LGK,Langkawi,LGK,MY,6.329722222,99.72861111
LHE,Lahore,LHE,PK,31.52083333,74.40277778
LHR,London Heathrow,LON,GB,51.4775,-0.461388889
LHW,Lanzhou - Lanzhou Airport,LHW,CN,36.51527778,103.62
LIH,Kauai Island - Lihue,LIH,US,21.97916667,-159.3458333
LIM,Lima,LIM,PE,-12.02666667,-77.12277778
LIN,Milan Linate,MIL,IT,45.44166667,9.277777778
LIR,Liberia,LIR,CR,10.59333333,-85.54444444
LIS,Lisbon 窶_Aeroporto de Lisboa,LIS,PT,38.78138889,-9.135833333
LIT,Little Rock,LIT,US,34.72888889,-92.22472222
LJU,Ljubljana,LJU,SI,46.22361111,14.4575
LKO,Lucknow,LKO,IN,26.76027778,80.88027778
LLA,Lulea,LLA,SE,65.54472222,22.12777778
LLI,Lalibela,LLI,ET,11.975,38.98
LLW,Lilongwe - Kamuzu International,LLW,MW,-13.965,33.69694444
LMP,Lampedusa,LMP,IT,35.49611111,12.615
LNK,"Lincoln, NE",LNK,US,40.85083333,-96.75888889
LNY,Lanai City,LNY,US,20.78472222,-156.9494444
LNZ,Linz - Blue Danube,LNZ,AT,48.23444444,14.19361111
LOS,Lagos,LOS,NG,6.588888889,3.326388889
LPA,Las Palmas - Aeropuerto de Gran Canaria,LPA,ES,27.93194444,-15.38666667
LPB,La Paz,LPB,BO,-16.50694444,-68.20138889
LPI,Linkoping,LPI,SE,58.40611111,15.68055556
LPQ,Luang Prabang,LPQ,LA,19.89583333,102.1638889
LPT,Lampang,LPT,TH,18.27416667,99.50722222
LRD,Laredo International,LRD,US,27.54472222,-99.46111111
LRM,La Romana,LRM,DO,18.41027778,-68.94166667
LSC,La Serena,LSC,CL,-29.91333333,-71.19777778
LSP,Las Piedras,LSP,VE,11.77944444,-70.1525
LST,Launceston,LST,AU,-41.54583333,147.21
LUG,Lugano,LUG,CH,46.00416667,8.910555556
LUN,Lusaka,LUN,ZM,-15.32916667,28.45277778
LUX,Luxemburg,LUX,LU,49.62777778,6.206666667
LUZ,Lublin,LUZ,PL,51.85,22.56666667
LVI,Livingstone,LVI,ZM,-17.82055556,25.82222222
LWB,Lewisburg,LWB,US,37.85972222,-80.39861111
LWO,Lviv,LWO,UA,49.8125,23.95611111
LWS,Lewiston,LWS,US,46.37472222,-117.0144444
LXR,Luxor,LXR,EG,25.67305556,32.7075
LYH,Lynchburg,LYH,US,37.32694444,-79.20111111
LYI,Linyi,LYI,CN,35.05,118.3333333
LYR,Longyearbyen - Svalbard,LYR,NO,78.24527778,15.46944444
LYS,Lyon Saint Exupery,LYS,FR,45.72555556,5.081666667
LZH,Liuzhou,LZH,CN,24.36666667,109.5333333
MAA,Chennai/Madras,MAA,IN,12.99333333,80.17694444
MAD,Madrid Barajas,MAD,ES,40.47361111,-3.561111111
MAF,Midland Odessa,MAF,US,31.9425,-102.2019444
MAH,Menorca - Mahon,MAH,ES,39.86138889,4.215277778
MAN,Manchester,MAN,GB,53.35333333,-2.276666667
MAO,Manaus - Eduardo Gomez International,MAO,BR,-3.039166667,-60.05
MAR,Maracaibo,MAR,VE,10.56111111,-71.72555556
MBA,Mombasa - Moi International,MBA,KE,-4.031388889,39.59305556
MBE,Monbetsu,MBE,JP,44,143
MBJ,Montego Bay - Sangster International,MBJ,JM,18.50194444,-77.9125
MBS,Saginaw,MBS,US,43.53166667,-84.08166667
MCI,"Kansas City, International, MO",MKC,US,39.29277778,-94.72666667
MCK,Mccook,MCK,US,40.20611111,-100.59
MCO,"Orlando International, FL",ORL,US,28.43166667,-81.32472222
MCT,Muscat International,MCT,OM,23.59166667,58.27916667
MCZ,Maceio,MCZ,BR,-9.515277778,-35.79583333
MDC,Manado,MDC,ID,1.543888889,124.9236111
MDE,Medellin - Jose Maria Cordova,MDE,CO,6.165555556,-75.42194444
MDL,Mandalay,MDL,MM,21.93888889,96.08888889
MDT,"Harrisburg, International, PA",HAR,US,40.19305556,-76.76222222
MDZ,Mendoza,MDZ,AR,-32.83194444,-68.78472222
MEL,Melbourne - Tullamarine International,MEL,AU,-37.66166667,144.8333333
MEM,"Memphis International, TN",MEM,US,35.04972222,-89.97861111
MES,Medan,MES,ID,3.561111111,98.67277778
MEX,Mexico City - Aeropuerto Internacional,MEX,MX,19.43527778,-99.07277778
MFE,McAllen - Miller International,MFE,US,26.17694444,-98.23972222
MFR,"Medford, OR",MFR,US,42.37361111,-122.8722222
MGA,Managua,MGA,NI,12.14111111,-86.16861111
MGF,Maringa,MGF,BR,-23.38361111,-51.93333333
MGM,Montgomery - Dannelly Field,MGM,US,32.30055556,-86.39388889
MGW,Morgantown,MGW,US,39.64277778,-79.91583333
MHT,"Manchester - Boston Regional, NH",MHT,US,42.93833333,-71.43888889
MIA,"Miami International, FL",MIA,US,25.7925,-80.28611111
MID,Merida,MID,MX,20.93694444,-89.65777778
MIG,Mianyang - Nanjiao,MIG,CN,31.43111111,104.7380556
MJM,Mbuji-Mayi,MJM,CG,-6.121388889,23.56972222
MJT,Mytilene,MJT,GR,39.05611111,26.59944444
MKC,"Kansas City, Missouri - Johnson Executive",MKC,US,39.12416667,-94.59194444
MKE,"Milwaukee - General Mitchell, WI",MKE,US,42.95027778,-87.89722222
MKG,Muskegon,MKG,US,43.17055556,-86.2375
MKK,Hoolehua,MKK,US,21.15611111,-157.0991667
MLA,Malta,MLA,MT,35.8575,14.4775
MLB,Melbourne,MLB,US,28.1025,-80.64305556
MLE,Male International,MLE,MV,5.25,73.51944444
MLH,Mulhouse Euroairport,MLH,FR,47.59,7.53
MLI,"Moline, IL",MLI,US,41.44888889,-90.505
MLM,Morelia,MLM,MX,19.72777778,-101.22
MLU,Monroe,MLU,US,32.51111111,-92.03888889
MLX,Malatya,MLX,TR,38.35444444,38.25361111
MMB,Memanbetsu,MMB,JP,43.88055556,144.1641667
MMK,Murmansk,MMK,RU,68.78166667,32.75083333
MMX,Malmo - Sturup,MMA,SE,55.54833333,13.35944444
MNL,Manila - Ninoy Aquino International,MNL,PH,14.51,121.0183333
MOB,Mobile Municipal,MOB,US,30.68833333,-88.24083333
MOD,Modesto,MOD,US,37.62694444,-120.9552778
MOL,Molde,MOL,NO,62.74861111,7.271111111
MPL,Montpellier,MPL,FR,43.58055556,3.970277778
MPM,Maputo International,MPM,MZ,-25.92027778,32.57305556
MQM,Mardin,MQM,TR,40.62305556,37.21527778
MQX,Mekele,MQX,ET,13.46833333,39.52638889
MRD,Merida,MRD,VE,8.582222222,-71.16111111
MRS,Marseille-Provence,MRS,FR,43.43555556,5.216388889
MRU,Mauritius - Seewoosagur International,MRU,MU,-20.4275,57.67638889
MRV,Mineralnye Vody,MRV,RU,44.225,43.08194444
MRY,"Monterey Peninsula, CA",MRY,US,36.58805556,-121.8480556
MSN,"Madison, WI",MSN,US,43.14194444,-89.33694444
MSO,"Missoula International, MT",MSO,US,46.91555556,-114.0875
MSP,"Minneapolis - St Paul International, MN",MSP,US,44.88611111,-93.21777778
MSQ,Minsk,MSQ,BY,53.8825,28.03083333
MSU,Maseru - Moshoeshoe International,MSU,LS,-29.30138889,27.50555556
MSY,"New Orleans International, LA",MSY,US,29.99111111,-90.25138889
MTJ,Montrose County,MTJ,US,38.50055556,-107.8947222
MTS,Manzini - Matsapha International,MTS,SZ,-26.52416667,31.31138889
MTY,Monterrey - Gen. Mariano Escobedo,MTY,MX,25.7775,-100.1069444
MUB,Maun,MUB,BW,-19.97083333,23.43055556
MUC,Munich,MUC,DE,48.1325,11.69916667
MUN,Maturin Quiriquire,MUN,VE,9.745833333,-63.15416667
MVD,Montevideo,MVD,UY,-34.84,-56.03027778
MWH,Moses Lake - Grant County,MWH,US,47.20777778,-119.3202778
MWX,Muan,MWX,KR,23.5625,-75.87805556
MXP,Milan Malpensa,MIL,IT,45.63277778,8.732222222
MYE,Miyake Jima,MYE,JP,34.06944444,139.5625
MYJ,Matsuyama,MYJ,JP,33.82222222,132.7041667
MYR,Myrtle Beach - International,MYR,US,33.67916667,-78.92972222
MYY,Miri,MYY,MY,4.321944444,113.9869444
MZL,Manizales,MZL,CO,5.090277778,-75.68111111
MZT,Mazatlan,MZT,MX,23.1625,-106.2738889
NAG,Nagpur,NAG,IN,21.09111111,79.04972222
NAP,Naples - Capodichino,NAP,IT,40.88611111,14.29166667
NAS,Nassau - International,NAS,BS,25.04055556,-77.47194444
NAT,Natal,NAT,BR,-5.910555556,-35.24361111
NAV,Nevsehir,NAV,TR,38.77222222,34.54166667
NBC,Nishnekamsk,NBC,RU,55.56472222,52.0925
NBE,Enfidha - Hammamet,NBE,TN,36.09194444,10.41388889
NBO,Nairobi - Jomo Kenyatta International,NBO,KE,-1.319166667,36.92777778
NCE,Nice,NCE,FR,43.66388889,7.2175
NCL,Newcastle International,NCL,GB,55.03777778,-1.686666667
NDG,Qiqihar,NDG,CN,47.23972222,123.9180556
NDJ,Ndjamena,NDJ,TD,12.13472222,15.035
NDR,Nador,NDR,MA,34.98888889,-3.028333333
NGB,Ningbo,NGB,CN,29.825,121.465
NGO,Nagoya,NGO,JP,35.25166667,136.9275
NGS,Nagasaki,NGS,JP,32.91361111,129.9158333
NIM,Niamey,NIM,NE,13.48166667,2.183611111
NKC,Nouakchott,NKC,MR,18.09194444,-15.95194444
NKG,Nanjing,NKG,CN,31.99527778,118.8116667
NLA,Ndola,NLA,ZM,-12.99583333,28.66305556
NLP,Nelspruit,NLP,ZA,-25.50083333,30.91388889
NNG,Nanning,NNG,CN,22.81,108.3394444
NNM,Naryan-Mar,NNM,RU,67.61666667,53.15
NOC,Knock - Ireland West,NOC,IE,53.91,-8.817777778
NOU,Noumea - La Tontouta,NOU,NC,-22.01694444,166.2108333
NPE,Napier/Hastings,NPE,NZ,-39.46805556,176.8652778
NQN,Neuquen,NQN,AR,-38.94888889,-68.15583333
NQY,Newquay,NQY,GB,50.43944444,-4.994722222
NRT,Tokyo - Narita,TYO,JP,35.76388889,140.3911111
NSI,Yaounde - Nsimalen Airport,YAO,CM,3.833611111,11.52361111
NST,Nakhon Si Thammarat,NST,TH,8.539722222,99.94472222
NTG,Nantong,NTG,CN,32.06666667,120.9666667
NTQ,Noto Airport,NTQ,JP,37.29027778,136.9652778
NUE,Nuremberg,NUE,DE,49.49972222,11.08166667
NVT,Navegantes,NVT,BR,-26.87944444,-48.65083333
OAJ,"Jacksonville, North Carolina",OAJ,US,34.83027778,-77.61166667
OAK,"Oakland International, CA",OAK,US,37.72361111,-122.2155556
OAX,Oaxaca,OAX,MX,17,-96.74333333
OBO,Obihiro,OBO,JP,42.73083333,143.2211111
ODS,Odessa,ODS,UA,46.42666667,30.67638889
OGG,"Kahului, HI",OGG,US,20.90055556,-156.4336111
OGZ,Vladikavkaz,OGZ,RU,43.205,44.60666667
OIM,Oshima,OIM,JP,34.77916667,139.365
OIT,Oita,OIT,JP,33.47611111,131.7397222
OKA,Okinawa - Naha,OKA,JP,26.19194444,127.6477778
OKC,"Oklahoma City - Will Rodgers World, OK",OKC,US,35.39305556,-97.60055556
OKJ,Okayama,OKJ,JP,34.58666667,133.9361111
OLB,Olbia,OLB,IT,40.89722222,9.522222222
OMA,"Omaha - Eppley Airfield, NE",OMA,US,41.30194444,-95.89333333
OME,Nome,OME,US,64.51138889,-165.4416667
ONJ,Odate Noshiro,ONJ,JP,40.18916667,140.3752778
ONT,"Ontario International, CA",ONT,US,34.05722222,-117.6080556
OOL,"Gold Coast, Queensland",OOL,AU,-28.16444444,153.5047222
OPO,Porto,OPO,PT,41.23805556,-8.674722222
ORD,"Chicago - O'Hare International, IL",CHI,US,41.97805556,-87.90611111
ORF,"Norfolk International, VA",ORF,US,36.89583333,-76.20138889
OSD,Ostersund,OSD,SE,63.19861111,14.49444444
OSL,Oslo,OSL,NO,60.20277778,11.08555556
OTP,Bucharest 窶_Henri Coanda,BUH,RO,44.57222222,26.10222222
OTZ,Kotzebue,OTZ,US,66.88805556,-162.6058333
OUA,Ouagadougou,OUA,BF,12.35222222,-1.513333333
OUL,Oulu,OUL,FI,64.92916667,25.35833333
OXB,Bissau,OXB,GW,38.31027778,-75.12388889
OXR,Oxnard/Ventura,OXR,US,34.20111111,-119.2063889
PAD,Paderborn,PAD,DE,51.61166667,8.615277778
PAH,Paducah,PAH,US,37.06111111,-88.7725
PAT,Patna,PAT,IN,25.59055556,85.09
PBC,Puebla,PBC,MX,19.15805556,-98.37416667
PBI,"West Palm Beach International, FL",PBI,US,26.68222222,-80.09416667
PDP,Punta Del Este,PDP,UY,-34.91444444,-54.91916667
PDX,"Portland International, OR",PDX,US,45.58916667,-122.595
PEE,Perm,PEE,RU,57.91444444,56.02111111
PEG,Perugia,PEG,IT,43.09694444,12.51138889
PEI,Pereira,PEI,CO,4.814722222,-75.745
PEK,Beijing (BJS) - Capital,BJS,CN,40.08,116.5844444
PEN,Penang - International,PEN,MY,5.289722222,100.2725
PER,Perth,PER,AU,-31.93166667,115.9683333
PEW,Peshawar,PEW,PK,33.99388889,71.51444444
PFN,Panama City - Bay County,PFN,US,30.2125,-85.68194444
PGA,Page,PGA,US,36.92638889,-111.4472222
PGV,"Greenville, North Carolina - Pitt/Greenville",PGV,US,35.63527778,-77.38527778
PHC,Port Harcourt International,PHC,NG,4.844166667,7.022222222
PHF,"Newport News - Hampton, Virginia",PHF,US,37.13166667,-76.49333333
PHL,"Philadelphia International, PA",PHL,US,39.86805556,-75.24861111
PHW,Phalaborwa,PHW,ZA,-23.93361111,31.15611111
PHX,"Phoenix - Sky Harbor International, AZ",PHX,US,33.43416667,-112.0116667
PIA,"Peoria, IL",PIA,US,40.66138889,-89.68722222
PIR,Pierre,PIR,US,44.38361111,-100.2841667
PIT,"Pittsburgh International, PA",PIT,US,40.49666667,-80.23583333
PKB,Parkersburg/Marietta,PKB,US,39.34555556,-81.43888889
PKU,Pekanbaru,PKU,ID,0.460833333,101.4444444
PLM,Palembang,PLM,ID,-2.898333333,104.7
PLZ,Port Elizabeth,PLZ,ZA,-33.98611111,25.61388889
PMC,Puerto Montt,PMC,CL,-41.4325,-73.09027778
PMI,Palma de Mallorca,PMI,ES,39.55361111,2.727777778
PMO,Palermo,PMO,IT,38.18111111,13.105
PMV,Porlamar,PMV,VE,10.9125,-63.96666667
PNH,Phnom-Penh,PNH,KH,11.54583333,104.8491667
PNL,Pantelleria,PNL,IT,36.81361111,11.96611111
PNQ,Pune,PNQ,IN,18.58138889,73.92055556
PNR,Pointe Noire,PNR,CG,-4.810555556,11.88583333
PNS,Pensacola Municipal,PNS,US,30.4725,-87.18833333
POA,Porto Alegre,POA,BR,-29.99333333,-51.17083333
POL,Pemba,POL,MZ,-12.98833333,40.5225
POP,Puerto Plata,POP,DO,19.78111111,-70.66888889
POZ,Poznan,POZ,PL,52.42111111,16.82638889
PPT,Papeete,PPT,PF,-17.54722222,-149.6138889
PRG,"Prague, Vaclav Havel Airport",PRG,CZ,50.10083333,14.26
PRN,"Pristina, Kosovo",PRN,RS,42.57527778,21.03638889
PSA,Pisa,PSA,IT,43.68055556,10.39277778
PSC,"Pasco, WA",PSC,US,46.26388889,-119.1147222
PSG,Petersburg,PSG,US,56.80416667,-132.9425
PSP,"Palm Springs Municipal, CA",PSP,US,33.82666667,-116.505
PSS,Posadas,PSS,AR,-27.38388889,-55.9675
PTG,Polokwane,UTT,ZA,-23.84777778,29.45777778
PTP,Pointe-A-Pitre,PTP,GP,16.2675,-61.52638889
PTY,Panama City - Tocumen International,PTY,PA,9.07,-79.38361111
PUB,Pueblo,PUB,US,38.29277778,-104.4961111
PUJ,Punta Cana,PUJ,DO,18.5675,-68.36333333
PUQ,Punta Arenas,PUQ,CL,-53.12638889,-70.8775
PUS,Busan Gimhae Int' l Airport,PUS,KR,35.17083333,129.1305556
PUW,Pullman/Moscow,PUW,US,46.74472222,-117.105
PUY,Pula,PUY,HR,44.89138889,13.9225
PVD,Providence,PVD,US,41.72833333,-71.42611111
PVG,Shanghai - Pu Dong,SHA,CN,31.14388889,121.7913889
PVH,Porto Velho,PVH,BR,-8.709166667,-63.90222222
PVR,Puerto Vallarta,PVR,MX,20.68194444,-105.2483333
PWM,"Portland Intl, ME",PWM,US,43.64444444,-70.30361111
PZB,Pietermaritzburg,PZB,ZA,-29.64888889,30.39861111
PZO,Puerto Ordaz,PZO,VE,8.305,-62.73444444
QDU,Dusseldorf - Train Station,DUS,DE,51.31666667,6.833333333
QKL,Cologne - Railway Station,CGN,DE,50.9,7.183333333
QKU,"Cologne, Messe Deutz Railway Station",CGN,DE,50,7
QRO,Queretaro,QRO,MX,20.62555556,-100.3719444
RAI,Praia,RAI,CV,14.92527778,-23.50305556
RAJ,Rajkot,RAJ,IN,22.30583333,70.78083333
